order,col1,col2
49585,2301 Motor Vehicles and Parts; Other Transport Equipment manufacturing,24
49586,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",131
49587,2403 Electrical Equipment Manufacturing,69
49588,2404 Domestic Appliance Manufacturing,9
49589,2405 Specialised and other Machinery and Equipment Manufacturing,112
49590,"6901 Professional, Scientific and Technical Services",11
49670,IOPC 69001980,
49671,"General government consumption of fixed capital (6910, 6921-6950, 6961-6999)",
49675,"6901 Professional, Scientific and Technical Services",942
49691,IOPC 70000010,
49692,"Computer systems, hardware and software design and development services",
49696,"0501 Agriculture, Forestry and Fishing Support Services",21
49697,0601 Coal mining,6
49698,0701 Oil and gas extraction,1
49699,0801 Iron Ore Mining,3
49700,0802 Non Ferrous Metal Ore Mining,4
49701,1001 Exploration and Mining Support Services,91
49702,1101 Meat and Meat product Manufacturing,3
49703,1102 Processed Seafood Manufacturing,3
49704,1103 Dairy Product Manufacturing,1
49705,1104 Fruit and Vegetable Product Manufacturing,4
49706,1106 Grain Mill and Cereal Product Manufacturing,3
49707,1107 Bakery Product Manufacturing,3
49708,1108 Sugar and Confectionery Manufacturing,3
49709,"1201 Soft Drinks, Cordials and Syrup Manufacturing",6
49710,"1205 Wine, Spirits and Tobacco",5
49711,"1302 Tanned Leather, Dressed Fur and Leather Product Manufacturing",3
49712,1303 Textile Product Manufacturing,3
49713,1304 Knitted Product Manufacturing,4
49714,1305 Clothing Manufacturing,2
49715,1401 Sawmill Product Manufacturing,1
49716,1402 Other Wood Product Manufacturing,2
49717,1502 Paper Stationery and Other Converted Paper Product Manufacturing,7
49718,1601 Printing (including the reproduction of recorded media),7
49719,1701 Petroleum and Coal Product Manufacturing,1
49720,1801 Human Pharmaceutical and Medicinal Product Manufacturing,21
49721,1802 Veterinary Pharmaceutical and Medicinal Product Manufacturing,1
49722,1803 Basic Chemical Manufacturing,13
49723,1804 Cleaning Compounds and Toiletry Preparation Manufacturing,3
49724,1901 Polymer Product Manufacturing,12
49725,1902 Natural Rubber Product Manufacturing,1
49726,2001 Glass and Glass Product Manufacturing,2
49727,2002 Ceramic Product Manufacturing,1
49728,"2003 Cement, Lime and Ready-Mixed Concrete Manufacturing",5
49729,2004 Plaster and Concrete Product Manufacturing,2
49730,2101 Iron and Steel Manufacturing,6
49731,2102 Basic Non-Ferrous Metal Manufacturing,2
49732,2202 Structural Metal Product Manufacturing,14
49733,2203 Metal Containers and Other Sheet Metal Product manufacturing,11
49734,2204 Other Fabricated Metal Product manufacturing,5
49735,2301 Motor Vehicles and Parts; Other Transport Equipment manufacturing,10
49736,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",19
49737,2403 Electrical Equipment Manufacturing,2
49738,2404 Domestic Appliance Manufacturing,4
49739,2501 Furniture Manufacturing,3
49740,2502 Other Manufactured Products,1
49741,2601 Electricity Generation,18
49742,"2605 Electricity Transmission, Distribution, On Selling and Electricity Market Operation",29
49743,"2901 Waste Collection, Treatment and Disposal Services",1
49744,3001 Residential Building Construction,5
49745,3201 Construction Services,3
49746,3301 Wholesale Trade,686
49747,3901 Retail Trade,94
49748,4401 Accommodation,4
49749,4501 Food and Beverage Services,14
49750,4601 Road Transport,84
49751,4701 Rail Transport,7
49752,"4801 Water, Pipeline and Other Transport",3
49753,4901 Air and Space Transport,5
49754,5101 Postal and Courier Pick-up and Delivery Service,29
49755,5201 Transport Support services and storage,167
49756,5401 Publishing (except Internet and Music Publishing),12
49757,5501 Motion Picture and Sound Recording,15
49758,5601 Broadcasting (except Internet),8
49759,"5701 Internet Service Providers, Internet Publishing and Broadcasting, Websearch Portals and Data Processing",17
49760,5801 Telecommunication Services,137
49761,6001 Library and Other Information Services,2
49762,6201 Finance,25
49763,6301 Insurance and Superannuation Funds,396
49764,6401 Auxiliary Finance and Insurance Services,160
49765,6601 Rental and Hiring Services (except Real Estate),13
49766,6702 Non-Residential Property Operators and Real Estate Services,44
49767,"6901 Professional, Scientific and Technical Services",281
49768,7001 Computer Systems Design and Related Services,"18,647"
49769,"7210 Employment, Travel Agency and Other Administrative Services",101
49770,"7310 Building Cleaning, Pest Control and Other Support Services",9
49771,7501 Public Administration and Regulatory Services,945
49772,7601 Defence,249
49773,7701 Public Order and Safety,188
49774,8010 Primary and Secondary Education Services (incl Pre-Schools and Special Schools),161
49775,"8110 Technical, Vocational and Tertiary Education Services (incl undergraduate and postgraduate)",92
49776,"8210 Arts, Sports, Adult and Other Education Services (incl community education)",56
49777,8401 Health Care Services,51
49778,8601 Residential Care and Social Assistance Services,125
49779,"8901 Heritage, Creative and Performing Arts",45
49780,9101 Sports and Recreation,16
49781,9201 Gambling,6
49782,9402 Other Repair and Maintenance,4
49783,9501 Personal Services,13
49784,9502 Other Services,16
49816,IOPC 70000030,
49817,Computer support services,
49821,1102 Processed Seafood Manufacturing,3
49822,1103 Dairy Product Manufacturing,23
49823,1107 Bakery Product Manufacturing,1
49824,1108 Sugar and Confectionery Manufacturing,10
49825,1109 Other Food Product Manufacturing,2
49826,"1205 Wine, Spirits and Tobacco",2
49827,1303 Textile Product Manufacturing,2
49828,1402 Other Wood Product Manufacturing,5
49829,1801 Human Pharmaceutical and Medicinal Product Manufacturing,8
49830,"2003 Cement, Lime and Ready-Mixed Concrete Manufacturing",1
49831,2101 Iron and Steel Manufacturing,2
49832,2102 Basic Non-Ferrous Metal Manufacturing,3
49833,2203 Metal Containers and Other Sheet Metal Product manufacturing,1
49834,2204 Other Fabricated Metal Product manufacturing,5
49835,2301 Motor Vehicles and Parts; Other Transport Equipment manufacturing,9
49836,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",11
49837,2403 Electrical Equipment Manufacturing,1
49838,2405 Specialised and other Machinery and Equipment Manufacturing,1
49839,2501 Furniture Manufacturing,2
49840,3301 Wholesale Trade,537
49841,3901 Retail Trade,74
49842,7001 Computer Systems Design and Related Services,"15,811"
49937,IOPC 70001980,
49938,General government consumption of fixed capital (7000),
49942,7001 Computer Systems Design and Related Services,19
49958,IOPC 72110010,
49959,Employment placement and recruitment services (incl casting agency service),
49963,"7210 Employment, Travel Agency and Other Administrative Services","5,789"
50086,IOPC 72120010,
50087,Labour supply services,
50091,0601 Coal mining,35
50092,0701 Oil and gas extraction,6
50093,0802 Non Ferrous Metal Ore Mining,13
50094,"7210 Employment, Travel Agency and Other Administrative Services","21,999"
50218,IOPC 72200010,
50219,Travel agency and tour arrangement services,
50223,4601 Road Transport,245
50224,4701 Rail Transport,122
50225,4901 Air and Space Transport,356
50226,"7210 Employment, Travel Agency and Other Administrative Services","5,070"
50298,IOPC 72910010,
50299,Periodical subscription service,
50303,"7210 Employment, Travel Agency and Other Administrative Services","2,287"
50334,IOPC 72910020,
50335,"Office administration services nec (incl clerical, billing, record-keeping and payroll services)",
50339,3001 Residential Building Construction,227
50340,3002 Non-Residential Building Construction,265
50341,3101 Heavy and Civil Engineering Construction,314
50342,3201 Construction Services,"1,296"
50343,6401 Auxiliary Finance and Insurance Services,201
50344,"7210 Employment, Travel Agency and Other Administrative Services","4,371"
50455,IOPC 72920010,
50456,"Document preparation services nec (incl word processing, stenography, typing, transcription and resume writing)",
50460,"7210 Employment, Travel Agency and Other Administrative Services",154
50479,IOPC 72930010,
50480,"Credit rating, credit investigation and collection agency services",
50484,"7210 Employment, Travel Agency and Other Administrative Services","4,059"
50510,IOPC 72940010,
50511,Call centre operation,
50515,"7210 Employment, Travel Agency and Other Administrative Services","1,348"
50558,IOPC 72990010,
50559,Tourist information centre operation,
50563,"7210 Employment, Travel Agency and Other Administrative Services","1,168"
50593,IOPC 72990020,
50594,"Theatre, concert and sport ticketing and booking services",
50598,"7210 Employment, Travel Agency and Other Administrative Services",936
50622,IOPC 72990030,
50623,"Event management or promotion (incl sport, art or similar); fund raising services (fee based) or administration services nec",
50627,"7210 Employment, Travel Agency and Other Administrative Services","3,190"
50668,IOPC 72991980,
50669,General government consumption of fixed capital (7211-7299),
50673,"7210 Employment, Travel Agency and Other Administrative Services",93
50689,IOPC 73110010,
50690,"Building and other industrial cleaning services nec (incl gutters, drains, roads, beaches, swimming pools and toilets)",
50694,3001 Residential Building Construction,50
50695,3002 Non-Residential Building Construction,58
50696,3101 Heavy and Civil Engineering Construction,69
50697,3201 Construction Services,137
50698,3901 Retail Trade,18
50699,"7310 Building Cleaning, Pest Control and Other Support Services","6,737"
50813,IOPC 73120010,
50814,Pest control services,
50818,"7310 Building Cleaning, Pest Control and Other Support Services","1,830"
50885,IOPC 73130010,
50886,Gardening services,
50890,"7310 Building Cleaning, Pest Control and Other Support Services","2,243"
50920,IOPC 73200010,
50921,Crating or packing services for transport,
50925,"7310 Building Cleaning, Pest Control and Other Support Services",169
50997,IOPC 73200020,
50998,"Packaging of fresh produce, groceries; bottling or rebottling services and packaging services nec",
51002,1101 Meat and Meat product Manufacturing,199
51003,1102 Processed Seafood Manufacturing,4
51004,1103 Dairy Product Manufacturing,5
51005,1104 Fruit and Vegetable Product Manufacturing,3
51006,1105 Oils and Fats Manufacturing,5
51007,1106 Grain Mill and Cereal Product Manufacturing,1
51008,1107 Bakery Product Manufacturing,11
51009,1108 Sugar and Confectionery Manufacturing,35
51010,1109 Other Food Product Manufacturing,176
51011,"1201 Soft Drinks, Cordials and Syrup Manufacturing",5
51012,1202 Beer Manufacturing,11
51013,"1205 Wine, Spirits and Tobacco",29
51014,3301 Wholesale Trade,16
51015,"7310 Building Cleaning, Pest Control and Other Support Services","1,880"
51064,IOPC 73201980,
51065,General government consumption of fixed capital (7311-7320),
51085,IOPC 75000010,
51086,Government administration and regulatory services,
51090,7501 Public Administration and Regulatory Services,"66,353"
51205,IOPC 75400010,
51206,Judicial services,
51210,7501 Public Administration and Regulatory Services,"3,496"
51308,IOPC 75510010,
51309,Domestic government diplomatic and consular services,
51313,7501 Public Administration and Regulatory Services,551
51360,IOPC 75521980,
51361,General government consumption of fixed capital (7510-7552),
51365,7501 Public Administration and Regulatory Services,"5,828"
51381,IOPC 76000010,
51382,Defence services,
51386,7601 Defence,"15,042"
51402,IOPC 76001980,
51403,General government consumption of fixed capital (7600),
51407,7601 Defence,"4,167"
51423,IOPC 77110010,
51424,Police services,
51428,7701 Public Order and Safety,n.p.
51456,IOPC 77120010,
51457,Investigative and security services (incl locksmiths) (excl police),
51461,3301 Wholesale Trade,51
51462,3901 Retail Trade,23
51463,7701 Public Order and Safety,"4,371"
51572,IOPC 77130010,
51573,Fire brigade services (incl forest fire fighting),
51577,7701 Public Order and Safety,"2,231"
51632,IOPC 77140010,
51633,Correctional and detention centres (incl juvenile),
51637,7701 Public Order and Safety,n.p.
51653,IOPC 77190010,
51654,Public order and safety services (incl coastwatch and country border) nec,
51658,7701 Public Order and Safety,477
51704,IOPC 77201980,
51705,General government consumption of fixed capital (7711-7720),
51709,7701 Public Order and Safety,"1,028"
51725,IOPC 80100010,
51726,Preschool education services,
51730,8010 Primary and Secondary Education Services (incl Pre-Schools and Special Schools),n.p.
51746,IOPC 80200010,
51747,Primary education services,
51751,8010 Primary and Secondary Education Services (incl Pre-Schools and Special Schools),"18,145"
51767,IOPC 80200020,
51768,Secondary education services,
51772,8010 Primary and Secondary Education Services (incl Pre-Schools and Special Schools),"17,485"
51788,IOPC 80200030,
51789,Special school education services,
51793,8010 Primary and Secondary Education Services (incl Pre-Schools and Special Schools),n.p.
51809,IOPC 80201980,
